"","...1","V1"
"1","OPbeta0",-2.80103396173242
"2","OPsigma2u",0.350743182227463
"3","OPexpectation",0.0723917909549816
"4","OPvariance",0.0745934732597719
"5","OPvariance2",0.00220168230479027
"6","OPvariance1",0.0723917909549816
"7","OPvpc2",0.0295157499520489
"8","OPvpc1",0.970484250047951
